nflLink,season,week,weekNumber,date,awayTeam,hometeam,nflDotComId
http://www.nfl.com/gamecenter/2002090500/2002/REG1/49ers@giants,2002,REG1,1,09/05/2002,49ers,giants,2002090500
http://www.nfl.com/gamecenter/2002090800/2002/REG1/cardinals@redskins,2002,REG1,1,09/08/2002,cardinals,redskins,2002090800
http://www.nfl.com/gamecenter/2002090812/2002/REG1/vikings@bears,2002,REG1,1,09/08/2002,vikings,bears,2002090812
http://www.nfl.com/gamecenter/2002090810/2002/REG1/chiefs@browns,2002,REG1,1,09/08/2002,chiefs,browns,2002090810
http://www.nfl.com/gamecenter/2002090808/2002/REG1/colts@jaguars,2002,REG1,1,09/08/2002,colts,jaguars,2002090808
http://www.nfl.com/gamecenter/2002090806/2002/REG1/lions@dolphins,2002,REG1,1,09/08/2002,lions,dolphins,2002090806
http://www.nfl.com/gamecenter/2002090801/2002/REG1/jets@bills,2002,REG1,1,09/08/2002,jets,bills,2002090801
http://www.nfl.com/gamecenter/2002090802/2002/REG1/falcons@packers,2002,REG1,1,09/08/2002,falcons,packers,2002090802
http://www.nfl.com/gamecenter/2002090803/2002/REG1/eagles@titans,2002,REG1,1,09/08/2002,eagles,titans,2002090803
http://www.nfl.com/gamecenter/2002090804/2002/REG1/ravens@panthers,2002,REG1,1,09/08/2002,ravens,panthers,2002090804
http://www.nfl.com/gamecenter/2002090805/2002/REG1/chargers@bengals,2002,REG1,1,09/08/2002,chargers,bengals,2002090805
http://www.nfl.com/gamecenter/2002090811/2002/REG1/rams@broncos,2002,REG1,1,09/08/2002,rams,broncos,2002090811
http://www.nfl.com/gamecenter/2002090807/2002/REG1/saints@buccaneers,2002,REG1,1,09/08/2002,saints,buccaneers,2002090807
http://www.nfl.com/gamecenter/2002090809/2002/REG1/seahawks@raiders,2002,REG1,1,09/08/2002,seahawks,raiders,2002090809
http://www.nfl.com/gamecenter/2002090813/2002/REG1/cowboys@texans,2002,REG1,1,09/08/2002,cowboys,texans,2002090813
http://www.nfl.com/gamecenter/2002090900/2002/REG1/steelers@patriots,2002,REG1,1,09/09/2002,steelers,patriots,2002090900
http://www.nfl.com/gamecenter/2002091501/2002/REG2/buccaneers@ravens,2002,REG2,2,09/15/2002,buccaneers,ravens,2002091501
http://www.nfl.com/gamecenter/2002091502/2002/REG2/bengals@browns,2002,REG2,2,09/15/2002,bengals,browns,2002091502
http://www.nfl.com/gamecenter/2002091503/2002/REG2/titans@cowboys,2002,REG2,2,09/15/2002,titans,cowboys,2002091503
http://www.nfl.com/gamecenter/2002091512/2002/REG2/patriots@jets,2002,REG2,2,09/15/2002,patriots,jets,2002091512
http://www.nfl.com/gamecenter/2002091500/2002/REG2/bears@falcons,2002,REG2,2,09/15/2002,bears,falcons,2002091500
http://www.nfl.com/gamecenter/2002091506/2002/REG2/packers@saints,2002,REG2,2,09/15/2002,packers,saints,2002091506
http://www.nfl.com/gamecenter/2002091508/2002/REG2/jaguars@chiefs,2002,REG2,2,09/15/2002,jaguars,chiefs,2002091508
http://www.nfl.com/gamecenter/2002091510/2002/REG2/dolphins@colts,2002,REG2,2,09/15/2002,dolphins,colts,2002091510
http://www.nfl.com/gamecenter/2002091504/2002/REG2/lions@panthers,2002,REG2,2,09/15/2002,lions,panthers,2002091504
http://www.nfl.com/gamecenter/2002091505/2002/REG2/cardinals@seahawks,2002,REG2,2,09/15/2002,cardinals,seahawks,2002091505
http://www.nfl.com/gamecenter/2002091507/2002/REG2/giants@rams,2002,REG2,2,09/15/2002,giants,rams,2002091507
http://www.nfl.com/gamecenter/2002091509/2002/REG2/bills@vikings,2002,REG2,2,09/15/2002,bills,vikings,2002091509
http://www.nfl.com/gamecenter/2002091513/2002/REG2/texans@chargers,2002,REG2,2,09/15/2002,texans,chargers,2002091513
http://www.nfl.com/gamecenter/2002091511/2002/REG2/broncos@49ers,2002,REG2,2,09/15/2002,broncos,49ers,2002091511
http://www.nfl.com/gamecenter/2002091514/2002/REG2/raiders@steelers,2002,REG2,2,09/15/2002,raiders,steelers,2002091514
http://www.nfl.com/gamecenter/2002091600/2002/REG2/eagles@redskins,2002,REG2,2,09/16/2002,eagles,redskins,2002091600
http://www.nfl.com/gamecenter/2002092206/2002/REG3/colts@texans,2002,REG3,3,09/22/2002,colts,texans,2002092206
http://www.nfl.com/gamecenter/2002092202/2002/REG3/browns@titans,2002,REG3,3,09/22/2002,browns,titans,2002092202
http://www.nfl.com/gamecenter/2002092208/2002/REG3/chiefs@patriots,2002,REG3,3,09/22/2002,chiefs,patriots,2002092208
http://www.nfl.com/gamecenter/2002092201/2002/REG3/jets@dolphins,2002,REG3,3,09/22/2002,jets,dolphins,2002092201
http://www.nfl.com/gamecenter/2002092210/2002/REG3/saints@bears,2002,REG3,3,09/22/2002,saints,bears,2002092210
http://www.nfl.com/gamecenter/2002092200/2002/REG3/panthers@vikings,2002,REG3,3,09/22/2002,panthers,vikings,2002092200
http://www.nfl.com/gamecenter/2002092204/2002/REG3/cowboys@eagles,2002,REG3,3,09/22/2002,cowboys,eagles,2002092204
http://www.nfl.com/gamecenter/2002092205/2002/REG3/chargers@cardinals,2002,REG3,3,09/22/2002,chargers,cardinals,2002092205
http://www.nfl.com/gamecenter/2002092203/2002/REG3/bills@broncos,2002,REG3,3,09/22/2002,bills,broncos,2002092203
http://www.nfl.com/gamecenter/2002092207/2002/REG3/packers@lions,2002,REG3,3,09/22/2002,packers,lions,2002092207
http://www.nfl.com/gamecenter/2002092209/2002/REG3/seahawks@giants,2002,REG3,3,09/22/2002,seahawks,giants,2002092209
http://www.nfl.com/gamecenter/2002092211/2002/REG3/redskins@49ers,2002,REG3,3,09/22/2002,redskins,49ers,2002092211
http://www.nfl.com/gamecenter/2002092212/2002/REG3/bengals@falcons,2002,REG3,3,09/22/2002,bengals,falcons,2002092212
http://www.nfl.com/gamecenter/2002092300/2002/REG3/rams@buccaneers,2002,REG3,3,09/23/2002,rams,buccaneers,2002092300
http://www.nfl.com/gamecenter/2002092901/2002/REG4/jets@jaguars,2002,REG4,4,09/29/2002,jets,jaguars,2002092901
http://www.nfl.com/gamecenter/2002092902/2002/REG4/bears@bills,2002,REG4,4,09/29/2002,bears,bills,2002092902
http://www.nfl.com/gamecenter/2002092904/2002/REG4/browns@steelers,2002,REG4,4,09/29/2002,browns,steelers,2002092904
http://www.nfl.com/gamecenter/2002092900/2002/REG4/panthers@packers,2002,REG4,4,09/29/2002,panthers,packers,2002092900
http://www.nfl.com/gamecenter/2002092906/2002/REG4/cowboys@rams,2002,REG4,4,09/29/2002,cowboys,rams,2002092906
http://www.nfl.com/gamecenter/2002092912/2002/REG4/saints@lions,2002,REG4,4,09/29/2002,saints,lions,2002092912
http://www.nfl.com/gamecenter/2002092910/2002/REG4/dolphins@chiefs,2002,REG4,4,09/29/2002,dolphins,chiefs,2002092910
http://www.nfl.com/gamecenter/2002092908/2002/REG4/texans@eagles,2002,REG4,4,09/29/2002,texans,eagles,2002092908
http://www.nfl.com/gamecenter/2002092903/2002/REG4/giants@cardinals,2002,REG4,4,09/29/2002,giants,cardinals,2002092903
http://www.nfl.com/gamecenter/2002092905/2002/REG4/buccaneers@bengals,2002,REG4,4,09/29/2002,buccaneers,bengals,2002092905
http://www.nfl.com/gamecenter/2002092909/2002/REG4/titans@raiders,2002,REG4,4,09/29/2002,titans,raiders,2002092909
http://www.nfl.com/gamecenter/2002092907/2002/REG4/patriots@chargers,2002,REG4,4,09/29/2002,patriots,chargers,2002092907
http://www.nfl.com/gamecenter/2002092911/2002/REG4/vikings@seahawks,2002,REG4,4,09/29/2002,vikings,seahawks,2002092911
http://www.nfl.com/gamecenter/2002093000/2002/REG4/broncos@ravens,2002,REG4,4,09/30/2002,broncos,ravens,2002093000
http://www.nfl.com/gamecenter/2002100601/2002/REG5/redskins@titans,2002,REG5,5,10/06/2002,redskins,titans,2002100601
http://www.nfl.com/gamecenter/2002100602/2002/REG5/bengals@colts,2002,REG5,5,10/06/2002,bengals,colts,2002100602
http://www.nfl.com/gamecenter/2002100604/2002/REG5/patriots@dolphins,2002,REG5,5,10/06/2002,patriots,dolphins,2002100604
http://www.nfl.com/gamecenter/2002100600/2002/REG5/cardinals@panthers,2002,REG5,5,10/06/2002,cardinals,panthers,2002100600
http://www.nfl.com/gamecenter/2002100606/2002/REG5/giants@cowboys,2002,REG5,5,10/06/2002,giants,cowboys,2002100606
http://www.nfl.com/gamecenter/2002100612/2002/REG5/buccaneers@falcons,2002,REG5,5,10/06/2002,buccaneers,falcons,2002100612
http://www.nfl.com/gamecenter/2002100610/2002/REG5/steelers@saints,2002,REG5,5,10/06/2002,steelers,saints,2002100610
http://www.nfl.com/gamecenter/2002100608/2002/REG5/raiders@bills,2002,REG5,5,10/06/2002,raiders,bills,2002100608
http://www.nfl.com/gamecenter/2002100603/2002/REG5/chiefs@jets,2002,REG5,5,10/06/2002,chiefs,jets,2002100603
http://www.nfl.com/gamecenter/2002100605/2002/REG5/chargers@broncos,2002,REG5,5,10/06/2002,chargers,broncos,2002100605
http://www.nfl.com/gamecenter/2002100609/2002/REG5/rams@49ers,2002,REG5,5,10/06/2002,rams,49ers,2002100609
http://www.nfl.com/gamecenter/2002100607/2002/REG5/eagles@jaguars,2002,REG5,5,10/06/2002,eagles,jaguars,2002100607
http://www.nfl.com/gamecenter/2002100611/2002/REG5/ravens@browns,2002,REG5,5,10/06/2002,ravens,browns,2002100611
http://www.nfl.com/gamecenter/2002100700/2002/REG5/packers@bears,2002,REG5,5,10/07/2002,packers,bears,2002100700
http://www.nfl.com/gamecenter/2002101301/2002/REG6/saints@redskins,2002,REG6,6,10/13/2002,saints,redskins,2002101301
http://www.nfl.com/gamecenter/2002101302/2002/REG6/ravens@colts,2002,REG6,6,10/13/2002,ravens,colts,2002101302
http://www.nfl.com/gamecenter/2002101303/2002/REG6/steelers@bengals,2002,REG6,6,10/13/2002,steelers,bengals,2002101303
http://www.nfl.com/gamecenter/2002101304/2002/REG6/bills@texans,2002,REG6,6,10/13/2002,bills,texans,2002101304
http://www.nfl.com/gamecenter/2002101305/2002/REG6/browns@buccaneers,2002,REG6,6,10/13/2002,browns,buccaneers,2002101305
http://www.nfl.com/gamecenter/2002101300/2002/REG6/falcons@giants,2002,REG6,6,10/13/2002,falcons,giants,2002101300
http://www.nfl.com/gamecenter/2002101306/2002/REG6/panthers@cowboys,2002,REG6,6,10/13/2002,panthers,cowboys,2002101306
http://www.nfl.com/gamecenter/2002101310/2002/REG6/packers@patriots,2002,REG6,6,10/13/2002,packers,patriots,2002101310
http://www.nfl.com/gamecenter/2002101308/2002/REG6/lions@vikings,2002,REG6,6,10/13/2002,lions,vikings,2002101308
http://www.nfl.com/gamecenter/2002101312/2002/REG6/jaguars@titans,2002,REG6,6,10/13/2002,jaguars,titans,2002101312
http://www.nfl.com/gamecenter/2002101309/2002/REG6/raiders@rams,2002,REG6,6,10/13/2002,raiders,rams,2002101309
http://www.nfl.com/gamecenter/2002101307/2002/REG6/chiefs@chargers,2002,REG6,6,10/13/2002,chiefs,chargers,2002101307
http://www.nfl.com/gamecenter/2002101311/2002/REG6/dolphins@broncos,2002,REG6,6,10/13/2002,dolphins,broncos,2002101311
http://www.nfl.com/gamecenter/2002101400/2002/REG6/49ers@seahawks,2002,REG6,6,10/14/2002,49ers,seahawks,2002101400
http://www.nfl.com/gamecenter/2002102001/2002/REG7/49ers@saints,2002,REG7,7,10/20/2002,49ers,saints,2002102001
http://www.nfl.com/gamecenter/2002102002/2002/REG7/panthers@falcons,2002,REG7,7,10/20/2002,panthers,falcons,2002102002
http://www.nfl.com/gamecenter/2002102004/2002/REG7/bears@lions,2002,REG7,7,10/20/2002,bears,lions,2002102004
http://www.nfl.com/gamecenter/2002102000/2002/REG7/bills@dolphins,2002,REG7,7,10/20/2002,bills,dolphins,2002102000
http://www.nfl.com/gamecenter/2002102006/2002/REG7/broncos@chiefs,2002,REG7,7,10/20/2002,broncos,chiefs,2002102006
http://www.nfl.com/gamecenter/2002102012/2002/REG7/seahawks@rams,2002,REG7,7,10/20/2002,seahawks,rams,2002102012
http://www.nfl.com/gamecenter/2002102010/2002/REG7/vikings@jets,2002,REG7,7,10/20/2002,vikings,jets,2002102010
http://www.nfl.com/gamecenter/2002102008/2002/REG7/jaguars@ravens,2002,REG7,7,10/20/2002,jaguars,ravens,2002102008
http://www.nfl.com/gamecenter/2002102007/2002/REG7/chargers@raiders,2002,REG7,7,10/20/2002,chargers,raiders,2002102007
http://www.nfl.com/gamecenter/2002102005/2002/REG7/texans@browns,2002,REG7,7,10/20/2002,texans,browns,2002102005
http://www.nfl.com/gamecenter/2002102009/2002/REG7/cowboys@cardinals,2002,REG7,7,10/20/2002,cowboys,cardinals,2002102009
http://www.nfl.com/gamecenter/2002102011/2002/REG7/redskins@packers,2002,REG7,7,10/20/2002,redskins,packers,2002102011
http://www.nfl.com/gamecenter/2002102003/2002/REG7/buccaneers@eagles,2002,REG7,7,10/20/2002,buccaneers,eagles,2002102003
http://www.nfl.com/gamecenter/2002102100/2002/REG7/colts@steelers,2002,REG7,7,10/21/2002,colts,steelers,2002102100
http://www.nfl.com/gamecenter/2002102712/2002/REG8/seahawks@cowboys,2002,REG8,8,10/27/2002,seahawks,cowboys,2002102712
http://www.nfl.com/gamecenter/2002102710/2002/REG8/steelers@ravens,2002,REG8,8,10/27/2002,steelers,ravens,2002102710
http://www.nfl.com/gamecenter/2002102702/2002/REG8/bears@vikings,2002,REG8,8,10/27/2002,bears,vikings,2002102702
http://www.nfl.com/gamecenter/2002102708/2002/REG8/raiders@chiefs,2002,REG8,8,10/27/2002,raiders,chiefs,2002102708
http://www.nfl.com/gamecenter/2002102706/2002/REG8/lions@bills,2002,REG8,8,10/27/2002,lions,bills,2002102706
http://www.nfl.com/gamecenter/2002102704/2002/REG8/browns@jets,2002,REG8,8,10/27/2002,browns,jets,2002102704
http://www.nfl.com/gamecenter/2002102700/2002/REG8/falcons@saints,2002,REG8,8,10/27/2002,falcons,saints,2002102700
http://www.nfl.com/gamecenter/2002102701/2002/REG8/buccaneers@panthers,2002,REG8,8,10/27/2002,buccaneers,panthers,2002102701
http://www.nfl.com/gamecenter/2002102703/2002/REG8/titans@bengals,2002,REG8,8,10/27/2002,titans,bengals,2002102703
http://www.nfl.com/gamecenter/2002102705/2002/REG8/cardinals@49ers,2002,REG8,8,10/27/2002,cardinals,49ers,2002102705
http://www.nfl.com/gamecenter/2002102709/2002/REG8/texans@jaguars,2002,REG8,8,10/27/2002,texans,jaguars,2002102709
http://www.nfl.com/gamecenter/2002102707/2002/REG8/broncos@patriots,2002,REG8,8,10/27/2002,broncos,patriots,2002102707
http://www.nfl.com/gamecenter/2002102711/2002/REG8/colts@redskins,2002,REG8,8,10/27/2002,colts,redskins,2002102711
http://www.nfl.com/gamecenter/2002102800/2002/REG8/giants@eagles,2002,REG8,8,10/28/2002,giants,eagles,2002102800
http://www.nfl.com/gamecenter/2002110301/2002/REG9/titans@colts,2002,REG9,9,11/03/2002,titans,colts,2002110301
http://www.nfl.com/gamecenter/2002110302/2002/REG9/bengals@texans,2002,REG9,9,11/03/2002,bengals,texans,2002110302
http://www.nfl.com/gamecenter/2002110304/2002/REG9/cowboys@lions,2002,REG9,9,11/03/2002,cowboys,lions,2002110304
http://www.nfl.com/gamecenter/2002110300/2002/REG9/ravens@falcons,2002,REG9,9,11/03/2002,ravens,falcons,2002110300
http://www.nfl.com/gamecenter/2002110306/2002/REG9/vikings@buccaneers,2002,REG9,9,11/03/2002,vikings,buccaneers,2002110306
http://www.nfl.com/gamecenter/2002110312/2002/REG9/steelers@browns,2002,REG9,9,11/03/2002,steelers,browns,2002110312
http://www.nfl.com/gamecenter/2002110310/2002/REG9/eagles@bears,2002,REG9,9,11/03/2002,eagles,bears,2002110310
http://www.nfl.com/gamecenter/2002110308/2002/REG9/patriots@bills,2002,REG9,9,11/03/2002,patriots,bills,2002110308
http://www.nfl.com/gamecenter/2002110303/2002/REG9/jets@chargers,2002,REG9,9,11/03/2002,jets,chargers,2002110303
http://www.nfl.com/gamecenter/2002110309/2002/REG9/redskins@seahawks,2002,REG9,9,11/03/2002,redskins,seahawks,2002110309
http://www.nfl.com/gamecenter/2002110307/2002/REG9/rams@cardinals,2002,REG9,9,11/03/2002,rams,cardinals,2002110307
http://www.nfl.com/gamecenter/2002110305/2002/REG9/49ers@raiders,2002,REG9,9,11/03/2002,49ers,raiders,2002110305
http://www.nfl.com/gamecenter/2002110311/2002/REG9/jaguars@giants,2002,REG9,9,11/03/2002,jaguars,giants,2002110311
http://www.nfl.com/gamecenter/2002110400/2002/REG9/dolphins@packers,2002,REG9,9,11/04/2002,dolphins,packers,2002110400
http://www.nfl.com/gamecenter/2002111001/2002/REG10/chargers@rams,2002,REG10,10,11/10/2002,chargers,rams,2002111001
http://www.nfl.com/gamecenter/2002111002/2002/REG10/bengals@ravens,2002,REG10,10,11/10/2002,bengals,ravens,2002111002
http://www.nfl.com/gamecenter/2002111004/2002/REG10/lions@packers,2002,REG10,10,11/10/2002,lions,packers,2002111004
http://www.nfl.com/gamecenter/2002111000/2002/REG10/falcons@steelers,2002,REG10,10,11/10/2002,falcons,steelers,2002111000
http://www.nfl.com/gamecenter/2002111006/2002/REG10/texans@titans,2002,REG10,10,11/10/2002,texans,titans,2002111006
http://www.nfl.com/gamecenter/2002111012/2002/REG10/giants@vikings,2002,REG10,10,11/10/2002,giants,vikings,2002111012
http://www.nfl.com/gamecenter/2002111010/2002/REG10/saints@panthers,2002,REG10,10,11/10/2002,saints,panthers,2002111010
http://www.nfl.com/gamecenter/2002111008/2002/REG10/colts@eagles,2002,REG10,10,11/10/2002,colts,eagles,2002111008
http://www.nfl.com/gamecenter/2002111003/2002/REG10/seahawks@cardinals,2002,REG10,10,11/10/2002,seahawks,cardinals,2002111003
http://www.nfl.com/gamecenter/2002111005/2002/REG10/redskins@jaguars,2002,REG10,10,11/10/2002,redskins,jaguars,2002111005
http://www.nfl.com/gamecenter/2002111009/2002/REG10/patriots@bears,2002,REG10,10,11/10/2002,patriots,bears,2002111009
http://www.nfl.com/gamecenter/2002111007/2002/REG10/chiefs@49ers,2002,REG10,10,11/10/2002,chiefs,49ers,2002111007
http://www.nfl.com/gamecenter/2002111011/2002/REG10/dolphins@jets,2002,REG10,10,11/10/2002,dolphins,jets,2002111011
http://www.nfl.com/gamecenter/2002111100/2002/REG10/raiders@broncos,2002,REG10,10,11/11/2002,raiders,broncos,2002111100
http://www.nfl.com/gamecenter/2002111703/2002/REG11/redskins@giants,2002,REG11,11,11/17/2002,redskins,giants,2002111703
http://www.nfl.com/gamecenter/2002111704/2002/REG11/bills@chiefs,2002,REG11,11,11/17/2002,bills,chiefs,2002111704
http://www.nfl.com/gamecenter/2002111701/2002/REG11/steelers@titans,2002,REG11,11,11/17/2002,steelers,titans,2002111701
http://www.nfl.com/gamecenter/2002111708/2002/REG11/cowboys@colts,2002,REG11,11,11/17/2002,cowboys,colts,2002111708
http://www.nfl.com/gamecenter/2002111712/2002/REG11/saints@falcons,2002,REG11,11,11/17/2002,saints,falcons,2002111712
http://www.nfl.com/gamecenter/2002111711/2002/REG11/jaguars@texans,2002,REG11,11,11/17/2002,jaguars,texans,2002111711
http://www.nfl.com/gamecenter/2002111710/2002/REG11/packers@vikings,2002,REG11,11,11/17/2002,packers,vikings,2002111710
http://www.nfl.com/gamecenter/2002111700/2002/REG11/cardinals@eagles,2002,REG11,11,11/17/2002,cardinals,eagles,2002111700
http://www.nfl.com/gamecenter/2002111706/2002/REG11/browns@bengals,2002,REG11,11,11/17/2002,browns,bengals,2002111706
http://www.nfl.com/gamecenter/2002111707/2002/REG11/49ers@chargers,2002,REG11,11,11/17/2002,49ers,chargers,2002111707
http://www.nfl.com/gamecenter/2002111705/2002/REG11/panthers@buccaneers,2002,REG11,11,11/17/2002,panthers,buccaneers,2002111705
http://www.nfl.com/gamecenter/2002111713/2002/REG11/jets@lions,2002,REG11,11,11/17/2002,jets,lions,2002111713
http://www.nfl.com/gamecenter/2002111709/2002/REG11/broncos@seahawks,2002,REG11,11,11/17/2002,broncos,seahawks,2002111709
http://www.nfl.com/gamecenter/2002111702/2002/REG11/ravens@dolphins,2002,REG11,11,11/17/2002,ravens,dolphins,2002111702
http://www.nfl.com/gamecenter/2002111714/2002/REG11/patriots@raiders,2002,REG11,11,11/17/2002,patriots,raiders,2002111714
http://www.nfl.com/gamecenter/2002111800/2002/REG11/bears@rams,2002,REG11,11,11/18/2002,bears,rams,2002111800
http://www.nfl.com/gamecenter/2002112402/2002/REG12/bills@jets,2002,REG12,12,11/24/2002,bills,jets,2002112402
http://www.nfl.com/gamecenter/2002112403/2002/REG12/titans@ravens,2002,REG12,12,11/24/2002,titans,ravens,2002112403
http://www.nfl.com/gamecenter/2002112404/2002/REG12/bengals@steelers,2002,REG12,12,11/24/2002,bengals,steelers,2002112404
http://www.nfl.com/gamecenter/2002112400/2002/REG12/falcons@panthers,2002,REG12,12,11/24/2002,falcons,panthers,2002112400
http://www.nfl.com/gamecenter/2002112401/2002/REG12/chargers@dolphins,2002,REG12,12,11/24/2002,chargers,dolphins,2002112401
http://www.nfl.com/gamecenter/2002112413/2002/REG12/vikings@patriots,2002,REG12,12,11/24/2002,vikings,patriots,2002112413
http://www.nfl.com/gamecenter/2002112411/2002/REG12/jaguars@cowboys,2002,REG12,12,11/24/2002,jaguars,cowboys,2002112411
http://www.nfl.com/gamecenter/2002112410/2002/REG12/rams@redskins,2002,REG12,12,11/24/2002,rams,redskins,2002112410
http://www.nfl.com/gamecenter/2002112407/2002/REG12/lions@bears,2002,REG12,12,11/24/2002,lions,bears,2002112407
http://www.nfl.com/gamecenter/2002112406/2002/REG12/browns@saints,2002,REG12,12,11/24/2002,browns,saints,2002112406
http://www.nfl.com/gamecenter/2002112414/2002/REG12/raiders@cardinals,2002,REG12,12,11/24/2002,raiders,cardinals,2002112414
http://www.nfl.com/gamecenter/2002112405/2002/REG12/chiefs@seahawks,2002,REG12,12,11/24/2002,chiefs,seahawks,2002112405
http://www.nfl.com/gamecenter/2002112409/2002/REG12/packers@buccaneers,2002,REG12,12,11/24/2002,packers,buccaneers,2002112409
http://www.nfl.com/gamecenter/2002112408/2002/REG12/giants@texans,2002,REG12,12,11/24/2002,giants,texans,2002112408
http://www.nfl.com/gamecenter/2002112412/2002/REG12/colts@broncos,2002,REG12,12,11/24/2002,colts,broncos,2002112412
http://www.nfl.com/gamecenter/2002112500/2002/REG12/eagles@49ers,2002,REG12,12,11/25/2002,eagles,49ers,2002112500
http://www.nfl.com/gamecenter/2002112800/2002/REG13/patriots@lions,2002,REG13,13,11/28/2002,patriots,lions,2002112800
http://www.nfl.com/gamecenter/2002112801/2002/REG13/redskins@cowboys,2002,REG13,13,11/28/2002,redskins,cowboys,2002112801
http://www.nfl.com/gamecenter/2002120104/2002/REG13/ravens@bengals,2002,REG13,13,12/01/2002,ravens,bengals,2002120104
http://www.nfl.com/gamecenter/2002120108/2002/REG13/bears@packers,2002,REG13,13,12/01/2002,bears,packers,2002120108
http://www.nfl.com/gamecenter/2002120106/2002/REG13/panthers@browns,2002,REG13,13,12/01/2002,panthers,browns,2002120106
http://www.nfl.com/gamecenter/2002120110/2002/REG13/dolphins@bills,2002,REG13,13,12/01/2002,dolphins,bills,2002120110
http://www.nfl.com/gamecenter/2002120100/2002/REG13/cardinals@chiefs,2002,REG13,13,12/01/2002,cardinals,chiefs,2002120100
http://www.nfl.com/gamecenter/2002120101/2002/REG13/steelers@jaguars,2002,REG13,13,12/01/2002,steelers,jaguars,2002120101
http://www.nfl.com/gamecenter/2002120102/2002/REG13/falcons@vikings,2002,REG13,13,12/01/2002,falcons,vikings,2002120102
http://www.nfl.com/gamecenter/2002120103/2002/REG13/titans@giants,2002,REG13,13,12/01/2002,titans,giants,2002120103
http://www.nfl.com/gamecenter/2002120105/2002/REG13/broncos@chargers,2002,REG13,13,12/01/2002,broncos,chargers,2002120105
http://www.nfl.com/gamecenter/2002120107/2002/REG13/texans@colts,2002,REG13,13,12/01/2002,texans,colts,2002120107
http://www.nfl.com/gamecenter/2002120109/2002/REG13/seahawks@49ers,2002,REG13,13,12/01/2002,seahawks,49ers,2002120109
http://www.nfl.com/gamecenter/2002120111/2002/REG13/rams@eagles,2002,REG13,13,12/01/2002,rams,eagles,2002120111
http://www.nfl.com/gamecenter/2002120112/2002/REG13/buccaneers@saints,2002,REG13,13,12/01/2002,buccaneers,saints,2002120112
http://www.nfl.com/gamecenter/2002120200/2002/REG13/jets@raiders,2002,REG13,13,12/02/2002,jets,raiders,2002120200
http://www.nfl.com/gamecenter/2002120802/2002/REG14/bills@patriots,2002,REG14,14,12/08/2002,bills,patriots,2002120802
http://www.nfl.com/gamecenter/2002120800/2002/REG14/falcons@buccaneers,2002,REG14,14,12/08/2002,falcons,buccaneers,2002120800
http://www.nfl.com/gamecenter/2002120801/2002/REG14/rams@chiefs,2002,REG14,14,12/08/2002,rams,chiefs,2002120801
http://www.nfl.com/gamecenter/2002120814/2002/REG14/49ers@cowboys,2002,REG14,14,12/08/2002,49ers,cowboys,2002120814
http://www.nfl.com/gamecenter/2002120812/2002/REG14/giants@redskins,2002,REG14,14,12/08/2002,giants,redskins,2002120812
http://www.nfl.com/gamecenter/2002120810/2002/REG14/colts@titans,2002,REG14,14,12/08/2002,colts,titans,2002120810
http://www.nfl.com/gamecenter/2002120808/2002/REG14/texans@steelers,2002,REG14,14,12/08/2002,texans,steelers,2002120808
http://www.nfl.com/gamecenter/2002120806/2002/REG14/browns@jaguars,2002,REG14,14,12/08/2002,browns,jaguars,2002120806
http://www.nfl.com/gamecenter/2002120804/2002/REG14/bengals@panthers,2002,REG14,14,12/08/2002,bengals,panthers,2002120804
http://www.nfl.com/gamecenter/2002120807/2002/REG14/eagles@seahawks,2002,REG14,14,12/08/2002,eagles,seahawks,2002120807
http://www.nfl.com/gamecenter/2002120805/2002/REG14/saints@ravens,2002,REG14,14,12/08/2002,saints,ravens,2002120805
http://www.nfl.com/gamecenter/2002120803/2002/REG14/lions@cardinals,2002,REG14,14,12/08/2002,lions,cardinals,2002120803
http://www.nfl.com/gamecenter/2002120811/2002/REG14/raiders@chargers,2002,REG14,14,12/08/2002,raiders,chargers,2002120811
http://www.nfl.com/gamecenter/2002120809/2002/REG14/broncos@jets,2002,REG14,14,12/08/2002,broncos,jets,2002120809
http://www.nfl.com/gamecenter/2002120813/2002/REG14/vikings@packers,2002,REG14,14,12/08/2002,vikings,packers,2002120813
http://www.nfl.com/gamecenter/2002120900/2002/REG14/bears@dolphins,2002,REG14,14,12/09/2002,bears,dolphins,2002120900
http://www.nfl.com/gamecenter/2002121502/2002/REG15/panthers@steelers,2002,REG15,15,12/15/2002,panthers,steelers,2002121502
http://www.nfl.com/gamecenter/2002121503/2002/REG15/buccaneers@lions,2002,REG15,15,12/15/2002,buccaneers,lions,2002121503
http://www.nfl.com/gamecenter/2002121504/2002/REG15/colts@browns,2002,REG15,15,12/15/2002,colts,browns,2002121504
http://www.nfl.com/gamecenter/2002121505/2002/REG15/redskins@eagles,2002,REG15,15,12/15/2002,redskins,eagles,2002121505
http://www.nfl.com/gamecenter/2002121506/2002/REG15/jaguars@bengals,2002,REG15,15,12/15/2002,jaguars,bengals,2002121506
http://www.nfl.com/gamecenter/2002121500/2002/REG15/ravens@texans,2002,REG15,15,12/15/2002,ravens,texans,2002121500
http://www.nfl.com/gamecenter/2002121501/2002/REG15/seahawks@falcons,2002,REG15,15,12/15/2002,seahawks,falcons,2002121501
http://www.nfl.com/gamecenter/2002121514/2002/REG15/chargers@bills,2002,REG15,15,12/15/2002,chargers,bills,2002121514
